halide_identifier,halide_SMILES
H7137,CCCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCCCCC(=O)O)C1=O
H7138,CCCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC=C)C1=O
H7139,CCCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCCOC)C1=O
H7140,CCCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCC)C1=O
H7141,CCCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C4CCCC4)C1=O
H7142,CCCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C(C)C)C1=O
H7143,CCCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C)C1=O
H7144,CCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCOC)C1=O
H7145,CCCCCCCCN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CCCCCC)SC1=S
H7146,CCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C(C)C)C1=O
H7147,CCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCCOC)C1=O
H7148,CCCCC(CC)CN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CCCC)SC1=S
H7149,CCCCCCN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CCCC)SC1=S
H7150,CCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCC)C1=O
H7151,CCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C(C)C)C1=O
H7152,CCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC)C1=O
H7153,CCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C4CCCCC4)C1=O
H7154,CCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC=C)C1=O
H7155,CCCCCCCCN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CCCCC)SC1=S
H7156,CCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C4CCCC4)C1=O
H7157,CCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCCC)C1=O
H7158,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC(=CC=C3)F)C(=O)OC
H7159,CCC1C(=O)N2C(C(=C(N=C2S1)C)C(=O)OC)C3=CC=CC=C3Br
H7160,CCCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C4CCCCC4)C1=O
H7161,CCCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC(CC)CCCC)C1=O
H7162,CCCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCCC(=O)O)C1=O
H7163,CCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C4CCCC4)C1=O
H7164,CCCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCCC)C1=O
H7165,CCCCN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CCC)SC1=S
H7166,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC(=CC=C3)F)C(=O)OC(C)C
H7167,CCCCCCCCCCCCCC(=O)NCC(=O)NN=CC1=C(C=CC(=C1)Br)OCC
H7168,CCCCCCCCCCCCCC(=O)NCC(=O)NN=CC1=C(C=CC(=C1)OC)Br
H7169,CCCCCCCCCCCCCC(=O)NCC(=O)NN=CC1=C(C=CC(=C1)Br)OCC=C
H7170,CCCCCCCCCCCCCC(=O)NCC(=O)NN=CC1=CC=C(C=C1)Cl
H7171,CCCCCCCCCCCCCC(=O)NCC(=O)NN=CC1=C(C=CC(=C1)Br)OC
H7172,CCCCCCCCCCCCCC(=O)NCC(=O)NN=CC1=C(C=CC(=C1)Br)O
H7173,CCCCCCCCCCCCCCCC(=O)NN=CC1=C(C=CC(=C1)Br)O
H7174,CCC(C)N1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CC)SC1=S
H7175,CCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C4CCCC4)C1=O
H7176,CCCCC(CC)CN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CC)SC1=S
H7177,CCCCCN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CC)SC1=S
H7178,CCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C(C)C)C1=O
H7179,CCCCCCCCN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CC)SC1=S
H7180,CCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C4CCCCC4)C1=O
H7181,CCCCCCN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CC)SC1=S
H7182,CCCN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CC)SC1=S
H7183,CCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC=C)C1=O
H7184,CCCCN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CC)SC1=S
H7185,CCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC(C)C)C1=O
H7186,CCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC(C)C)C1=O
H7187,CCCCCCCN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CCC)SC1=S
H7188,CCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCCOCC)C1=O
H7189,CCCCCCCCN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CCC)SC1=S
H7190,CCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCOC)C1=O
H7191,CCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C(C)CC)C1=O
H7192,CCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCC)C1=O
H7193,CCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)NC(=S)S3)C1=O
H7194,CCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCCOC)C1=O
H7195,CCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC4CCCO4)C1=O
H7196,CCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC)C1=O
H7197,CCC1C(=O)N2C(C(=C(N=C2S1)C)C(=O)OC)C3=CC=CC=C3Cl
H7198,CC(C)N1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CC(=O)O)SC1=S
H7199,CCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC(CC)CCCC)C1=O
H7200,CCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCCOCC)C1=O
H7201,CCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCCCC)C1=O
H7202,CCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC4CCCO4)C1=O
H7203,CCCCCCN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CCCCC)SC1=S
H7204,CCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCC)C1=O
H7205,CCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCCOC)C1=O
H7206,CCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCCOCC)C1=O
H7207,CCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC(C)C)C1=O
H7208,CCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C)C1=O
H7209,CCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC=C)C1=O
H7210,CCCCCN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CCCC)SC1=S
H7211,CCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C4CCCC4)C1=O
H7212,CCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C4CCCCC4)C1=O
H7213,CCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C)C1=O
H7214,CCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCCC)C1=O
H7215,CCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC)C1=O
H7216,CCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC(C)C)C1=O
H7217,CCCCCCCCN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CCCC)SC1=S
H7218,CCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC4CCCO4)C1=O
H7219,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC(=CC=C3)F)C(=O)OCC=C
H7220,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC(=CC=C3)F)C(=O)OCCOC
H7221,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC(=CC=C3)F)C(=O)OCC(C)C
H7222,CCC1C(=O)N2C(C(=C(N=C2S1)C)C(=O)OC)C3=C(C=CC(=C3)Br)OC
H7223,CCOC(=O)C1=C(N=C2N(C1C3=CC(=CC=C3)F)C(=O)CCS2)C
H7224,CCCCCCCCCCCCN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CCCC)SC1=S
H7225,CCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCCCCCCCCCC(=O)O)C1=O
H7226,CCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCS(=O)(=O)O)C1=O
H7227,CCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCC(=O)O)C1=O
H7228,CCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCCC(=O)O)C1=O
H7229,CCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCCCCCCCCCC(=O)O)C1=O
H7230,CCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCCC(=O)O)C1=O
H7231,CCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCS(=O)(=O)O)C1=O
H7232,CCCCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCC(=O)O)C1=O
H7233,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC=CC=C3Br)C(=O)OCC=C
H7234,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC=CC=C3Br)C(=O)OCC(C)C
H7235,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC=CC=C3Br)C(=O)OC(C)C
H7236,CCOC(=O)C1=C(N=C2N(C1C3=CC=CC=C3Br)C(=O)CCS2)C
H7237,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC=CC=C3Br)C(=O)OC
H7238,CC1=C(C(N2C(=O)CCSC2=N1)C3=C(C=CC(=C3)Br)OC)C(=O)OC
H7239,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC=CC=C3Br)C(=O)OCCOC
H7240,CCOC(=O)C1=C(N=C2N(C1C3=C(C=CC(=C3)Br)OC)C(=O)CCS2)C
H7241,CC1=C(C(N2C(=O)CCSC2=N1)C3=C(C=CC(=C3)Br)OC)C(=O)OCCOC
H7242,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC=C(C=C3)Br)C(=O)OCCOC
H7243,CC1=C(C(N2C(=O)CCSC2=N1)C3=C(C=CC(=C3)Br)OC)C(=O)OC(C)C
H7244,CC1=C(C(N2C(=O)CCSC2=N1)C3=C(C=CC(=C3)Br)OC)C(=O)OCC=C
H7245,CC1=C(C(N2C(=O)CCSC2=N1)C3=C(C=CC(=C3)Br)OC)C(=O)OCC(C)C
H7246,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC=C(C=C3)Br)C(=O)OCC(C)C
H7247,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC=CC=C3Cl)C(=O)OCCOC
H7248,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC=C(C=C3)I)C(=O)OC
H7249,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC=C(C=C3)I)C(=O)OC(C)C
H7250,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC=C(C=C3)I)C(=O)OCC(C)C
H7251,CCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C)C1=O
H7252,CCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)NC(=S)S3)C1=O
H7253,CCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)C(C)C)C1=O
H7254,CCCCCCN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CCC)SC1=S
H7255,CCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC4CCCO4)C1=O
H7256,CC1C(=O)N2C(C(=C(N=C2S1)C)C(=O)OC)C3=CC=C(C=C3)Br
H7257,CCC1C(=O)N2C(C(=C(N=C2S1)C)C(=O)OC)C3=CC=C(C=C3)Br
H7258,CCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC)C1=O
H7259,CCCCC(CC)CN1C(=O)C(=C2C3=C(C=CC(=C3)Br)N(C2=O)CCC)SC1=S
H7260,CCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CC=C)C1=O
H7261,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC=C(C=C3)I)C(=O)OCC=C
H7262,CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C=C3)I)C(=O)CCS2)C
H7263,CCCN1C2=C(C=C(C=C2)Br)C(=C3C(=O)N(C(=S)S3)CCCOC)C1=O
H7264,C1=CC(=C(C=C1[N+](=O)[O-])F)C(=O)O
H7265,CC(C1=CC(=CC=C1)Br)(OC)OC
H7266,COC1=CC(=C(C=C1C(=O)OC)Br)OC
H7267,COC1=C(C=C(C(=C1)O)C(=O)OC)Br
H7268,CC(C)C1=C(C=CC(=C1)Br)NCC(=O)O
H7269,C1=CC=C(C(=C1)NCC(=O)O)F
H7270,CC(=O)N(CC(=O)O)C1=CC=C(C=C1)F
H7271,C1=CC(=CC(=C1)Cl)NCC(=O)O
H7272,C=CCNC(=O)C1=C(C=C(C=C1)[N+](=O)[O-])Cl
H7273,CCC(C)NC(=O)NC1=CC(=CC=C1)Cl
H7274,CC(C)(C)NC(=O)NC1=CC(=CC=C1)Cl
H7275,C1CC1NC(=O)NC2=CC(=CC=C2)Cl
H7276,C1CCCC(CC1)NC(=O)NC2=CC(=CC=C2)Cl
H7277,CCN(C1CCCCC1)C(=O)NC2=CC(=CC=C2)Cl
H7278,C1CCCC(CCC1)NC(=O)NC2=CC(=CC=C2)Cl
H7279,C1CCN(C1)C(=O)NC2=CC(=CC=C2)Cl
H7280,C1CCCN(CC1)C(=O)NC2=CC(=CC=C2)Cl
H7281,CC1CCCC(N1C(=O)NC2=CC(=CC=C2)Cl)C
H7282,CN1CCN(CC1)C(=O)NC2=CC(=CC=C2)Cl
H7283,C1COCCN1NC(=O)NC2=CC(=CC=C2)Cl
H7284,CCCCCCCCCCCCCC(=O)NN=CC1=CC=C(C=C1)Cl
H7285,CCCCCCCCCCCCCCCCCC(=O)NN=CC1=C(C=CC(=C1)Br)O
H7286,CCCCCCCCCCCCCCCC(=O)NN=CC1=CC=C(C=C1)Cl
H7287,CCCCCCCCCCCCCC(=O)NN=CC1=C(C=CC(=C1)Br)OC
H7288,CCCCCCCCCCCCCCCC(=O)NN=CC1=C(C=CC(=C1)Br)OC
H7289,CCCCCCCCCCCCCC(=O)NN=CC1=C(C=CC(=C1)Br)O
H7290,CCCCCCCCCCCCCCCCCC(=O)NN=CC1=C(C=CC(=C1)Br)OCC=C
H7291,CCCCCCCCCCCCCC(=O)NN=CC1=C(C=CC(=C1)Br)OCC=C
H7292,CCCCCCCCCCCCCCCCCC(=O)NN=CC1=C(C=CC(=C1)Br)OC
H7293,CC1CN(CC(O1)C)C2=NC(=O)C(=CC3=CC=C(C=C3)F)S2
H7294,C1COCCN1CCNC(=O)C(=CC2=CC=C(C=C2)Cl)C#N
H7295,C1=CC=C(C(=C1)NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)CCl)Br
H7296,C1=CC=C(C(=C1)NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)CCl)Cl
H7297,C1CCCN(CC1)C(=S)NC(C(Cl)(Cl)Cl)NC(=O)C2=CC(=CC=C2)Br
H7298,CCOC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=CC=C1Br
H7299,CC(C(=O)N1CCN(CC1)S(=O)(=O)C2=C(C=CC(=C2)C(=O)O)Cl)OC
H7300,CCOC(=O)CN1CCN(CC1)C2=NC(=C(N=C2Cl)C(=O)OC)N
H7301,CCCCSC1=C(C=CC(=C1)C(=O)O)Cl
H7302,CCOC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=CC=C1Cl
H7303,CC(C)(C)OC(=O)N1CCN(CC1)C(C2=CC=C(S2)Br)C(=O)O
H7304,CC(C)(C)OC(=O)N1CCCN(CC1)C(C2=CC=C(S2)Br)C(=O)O
H7305,C1CN=C(N1)C2=CC=C(C=C2)Br
H7306,COC1=C(C=C(C=C1)C(=O)N)Cl
H7307,C1CN(CCN1)S(=O)(=O)C2=CC=C(S2)Br
H7308,CCOC(=O)C1=C(NC(=O)NC1C2=NC(=CC=C2)Br)C
H7309,CCCCCCCCCCCCCCCC(=O)NN=CC1=CC=C(C=C1)F
H7310,CCCCCCCCCCCCCCCC(=O)NN=CC1=CC=CC=C1Br
H7311,CCCCCCCCCCCCCC(=O)NCC(=O)NN=CC1=CC(=CC=C1)Br
H7312,CCCCCCCCCCCCCCCCCC(=O)NN=CC1=CC(=CC=C1)F
H7313,CCCCCCCCCCCCCC(=O)NN=CC1=CC(=CC=C1)F
H7314,CCCCCCCCCCCCCC(=O)NN=CC1=CC(=CC=C1)Cl
H7315,CCCCCCCCCCCCCC(=O)NN=CC1=CC(=CC=C1)Br
H7316,CCCCCCCCCCCCCC(=O)NCC(=O)NN=CC1=CC(=CC=C1)F
H7317,CCCCCCCCCCCCCCCC(=O)NN=CC1=CC(=CC=C1)F
H7318,CCCCCCCCCCCCCC(=O)NN=CC1=CC=C(C=C1)F
H7319,CCCCCCCCCCCCCCCC(=O)NN=CC1=CC(=CC=C1)Br
H7320,CCCCCCCCCCCCCC(=O)NCC(=O)NN=CC1=CC(=CC=C1)Cl
H7321,CCCCCCCCCCCCCC(=O)NCC(=O)NN=CC1=CC=C(C=C1)F
H7322,CCCCCCCCCCCCCCCCCC(=O)NN=CC1=CC(=CC=C1)Br
H7323,CCCCCCCCCCCCCC(=O)NN=CC1=CC=CC=C1Br
H7324,CCCCCCCCCCCCCCCC(=O)NN=CC1=CC(=CC=C1)Cl
H7325,CCCCCCCCCCCCCCCCCC(=O)NN=CC1=CC=C(C=C1)F
H7326,CCCCCCCCCCCCCCCC(=O)NN=CC1=CC=CC=C1Cl
H7327,CCCCCCCCCCCCCC(=O)NCC(=O)NN=CC1=CC=CC=C1Br
H7328,CCCCCCCCCCCCCCCCCC(=O)NN=CC1=CC=CC=C1Br
H7329,CCCCCCCCCCCCCC(=O)NCC(=O)NN=CC1=CC=CC=C1Cl
H7330,CCCCCCCCCCCCCCCCCC(=O)NN=CC1=CC(=CC=C1)Cl
H7331,CCCCCCCCCCCCCC(=O)NCC(=O)NN=CC1=CC(=C(C=C1)Cl)[N+](=O)[O-]
H7332,CCCCCCCCCCCCCC(=O)NCC(=O)NN=CC1=C(C=CC(=C1)[N+](=O)[O-])Cl
H7333,CCNC(=S)NN=CC1=C(C=CC(=C1)[N+](=O)[O-])Cl
H7334,C1CCC(CC1)C(=O)NN=CC2=C(C=CC(=C2)[N+](=O)[O-])Cl
H7335,CCCCCC(=NO)C1=C(C=CC(=C1)Cl)O
H7336,COC1=CC(=C(C=C1C(=O)O)OC)Cl
H7337,C1CCC(CC1)C2=CC(=C(C(=C2)Cl)O)C=O
H7338,CN1C(=O)CCC(=N1)C2=C(C=CC(=C2)Cl)O
H7339,C1CCC(CC1)C2=CC(=C(C(=C2)Br)O)C#N
H7340,CC(C)(C(=O)OCC(=O)NCC(=O)O)OC1=CC=C(C=C1)Cl
H7341,CC(C)(C)C1=C(C=CC(=C1)Br)OC
H7342,C1CCC(CC1)C2=CC(=C(C(=C2)Cl)O)C#N
H7343,CCC(=O)C1=CC(=C(C=C1O)O)Cl
H7344,COC(=O)C(=O)CC(=O)C1=CC=C(C=C1)Cl
H7345,COC(=O)C(=O)CC(=O)C1=CC=C(C=C1)Br
H7346,COC(=O)C(=O)CC(=O)C1=CC=C(C=C1)F
H7347,C1=CC=C(C(=C1)CCC(=O)O)Cl
H7348,C1=CC(=CC(=C1)Cl)NC=O
H7349,C1C(O1)COC2=CC=CC=C2Cl
H7350,C1=CC(=C(C=C1S(=O)(=O)Cl)C(=O)O)Cl
H7351,CC(=O)C1=C(C=CC(=C1)[N+](=O)[O-])Cl
H7352,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F
H7353,CC1=C(C=C(C=C1)Cl)N2CCNCC2
H7354,COC1=C(C(=CC(=C1)CO)Br)OC
H7355,CN(C)CCOC1=CC=C(C=C1)Br
H7356,CC1=NC(=C(N1)[N+](=O)[O-])Br
H7357,C1=CC(=CC=C1OCCCBr)Br
H7358,C1=CC(=CC=C1OCCCCCBr)F
H7359,C1=CC=C(C(=C1)OCCCBr)Cl
H7360,C1=CC(=CC(=C1)Cl)OCCCBr
H7361,CNC(=O)C1=CC(=C(C=C1)Cl)S(=O)(=O)NC
H7362,CC1=CC(=CC(=C1N)C)Cl
H7363,C1=CC(=C(C=C1S(=O)(=O)Cl)C(=O)O)Br
H7364,CCN(CC)CCOC1=CC=C(C=C1)Br
H7365,CC1=CC(=CC(=C1N)Cl)[N+](=O)[O-]
H7366,C1=CC=C(C(=C1)OCCCCBr)Cl
H7367,CC1=CC(=CC(=C1Cl)C)[N+](=O)[O-]
H7368,COC(=O)C1=CC(=CC(=N1)C(=O)OC)Cl
H7369,C1C2=CC(=C(C=C2NC1=O)Cl)CCCl
H7370,C1=CC(=CC=C1C(=O)N=C=S)Br
H7371,CNS(=O)(=O)C1=CC(=C(C=C1)Cl)S(=O)(=O)NC
H7372,C1CC(C1)C(=O)C2=CC=CC=C2Cl
H7373,C1CCC(C1)C(=O)C2=CC=CC=C2F
H7374,C1=CC=C(C(=C1)C(=N)N)Cl
H7375,CCOC(=O)C(C(=O)OCC)OC1=CC=C(C=C1)Cl
H7376,CCOC(=O)CCC1=CC=CC=C1Br
H7377,COC1=C(C=C(C=C1)Cl)C(=O)CCC(=O)O
H7378,C1=CC(=C(C=C1Cl)S(=O)(=O)N)N
H7379,CCOC(=O)C1=C(C=C(C=C1)N)Cl
H7380,CC(C)CNC(=O)C1=C(C=CC(=C1)Cl)N
H7381,CC(C)(C)OC(=O)NC1=CN=C(C=C1C(=O)O)Cl
H7382,C1=CC=C(C(=C1)C(C(Cl)(Cl)Cl)O)Cl
H7383,CCOC(=O)C1=C(C=C(C=C1)Cl)N
H7384,CC(=O)NCC(=O)C1=CC=C(C=C1)Cl
H7385,C1=CC(=CC(=C1)F)C(CC(=O)O)C(=O)O
H7386,C1=CC(=C(C=C1Cl)[N+](=O)[O-])CC(=O)O
H7387,CN(CCC#N)CC1=CC=CC=C1Cl
H7388,COC1=CC(=C(C=C1)Cl)CC(CC(=O)O)C(=O)O
H7389,COC1=C2C(=C(C=C1)Cl)CC(CC2=O)C(=O)O
H7390,CCCCN(CCCC)S(=O)(=O)C1=CC(=C(C=C1)Br)C(=O)O
H7391,CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O
H7392,C1=CC(=CC=C1CCNC=O)Br
H7393,CC(C)SC1=CC=C(C=C1)Cl
H7394,CC1CC(CN(C1)C(=O)C2=C(C=CC(=C2)S(=O)(=O)N3CC(CC(C3)C)C)Cl)C
H7395,CCCSCCC(=O)N(C)CC1=CC=C(C=C1)Cl
H7396,COC1=C2C(=C(C=C1)Cl)CC(CC2=O)C(=O)OC
H7397,CCN(CC1=CC=CC=C1Br)N
H7398,C1CN(CC=C1)C(=O)NC(=O)C2=CN=C(C=C2)Cl
H7399,COC1=C(C(=CC=C1)Cl)C2C(=O)NC(=O)O2
H7400,CCOC1=C(C=C(C=N1)Cl)C2C(=O)NC(=O)O2
H7401,CC(CC(=O)C1=CC(=CC=C1)F)C#N
H7402,COC(=O)C(C1=C(C=CC(=C1)Cl)[N+](=O)[O-])C(=O)OC
H7403,CC1(C2CC3CC(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)O
H7404,COC1=C2C(=C(C=C1)Cl)CC3CC(C(=O)C(=O)C3C2=O)C(=O)OC
H7405,CC1(C2=C(C=CC(=C2C(=O)O1)O)Cl)C3CC4C(C(=O)C(=C(C4(C(=O)C3)O)O)C#N)N(C)C
H7406,CCCSCCC(=O)N(C)CC1=CC=CC=C1Cl
H7407,CC(=O)OC1=C(C=C(C=C1)Cl)C(=O)OC
H7408,C1COC2=C(C1(C(=O)O)NC(=O)N)C=C(C=C2)F
H7409,COC1=CC(=C(C=C1)Br)CC(CC(=O)O)CC(=O)O
H7410,COC1=C(C=C(C=C1)Br)C23CC4CC(C2)CC(C4)C3
H7411,C1C2=C(C=CC(=C2)Cl)N(C1=O)C(=O)N
H7412,CCOC(=O)C1=C(C=C(C=C1)C(F)(F)F)I
H7413,CC(C)C1=CC(=CC(=C1N=C=O)C(C)C)Cl
H7414,C1=CC(=C(C=C1F)[N+](=O)[O-])NCCCO
H7415,CCOC(=O)NC1=C(C=CC(=C1)Cl)C#N
H7416,CC(C)(C)OC(=O)NC(CC1=CC(=CC=C1)F)C(=O)O
H7417,CC(C)(C1=CC(=C(C=C1)C2OCCO2)F)O
H7418,C1CC2CN(CCN2CC1CO)C3=NC=C(C=N3)F
H7419,CCC(=O)C1=C(C=C(C=C1)F)N2CCCCC2
H7420,CCC(=O)C1=C(C=C(C=C1)F)N2CCOCC2
H7421,CC(C)COC(=O)N(CC1=CC=C(C=C1)F)C(C)C(=O)OC
H7422,CCCNC(=O)N1C(=O)CC2=C1C=C(C=C2)Cl
H7423,CC1=C(C=C(C=C1)N2CCN(CC2)C(=O)C=CC(=O)O)Cl
H7424,CN(CCCC#N)CC1=CC=CC=C1Cl
H7425,C1CC(C1)(C2=CC=CC=C2Cl)C(=O)N
H7426,CCC(C1=CC=C(C=C1)F)(C(C)C)NC=O
H7427,CN(CC1=CC=CC=C1Cl)N
H7428,CC(C)(CCCOC1=CC=C(C=C1)F)C(=O)O
H7429,COC1=CC(=C(C=C1)F)C(=O)C2CCCC2
H7430,CN(CC1=CC(=CC=C1)Cl)N=O
